#qacc	species	evalue	length	pident	qcovs	slen	seq.id	sallacc
AVR58_05810	L. longbeachae NSW150	3.22E-09	118	30.508	83	129	CBJ13566.1 hypothetical protein LLO_3114 	CBJ13566.1
AVR58_05810	L. jamestowniensis DSM 19215	3.37E-09	98	33.673	70	176	SFL55519.1 hypothetical protein SAMN02746073_0866 	SFL55519.1
AVR58_05810	L. clemsonensis	3.76E-08	105	29.524	73	197	ASQ46663.1 hypothetical protein clem_10585 	ASQ46663.1
AVR58_05810	L. hackeliae	1.04E-07	125	31.2	85	217	CEK09970.1 protein of unknown function 	CEK09970.1
AVR58_05810	L. spiritensis	1.27E-06	93	33.333	67	122	VEG90236.1 bile acid beta-glucosidase 	VEG90236.1
AVR58_05810	L. cardiaca	3.14E-05	82	29.268	59	175	WED42165.1 hypothetical protein PXX05_09510 	WED42165.1
AVR58_05810	L. brunensis	1.23E-04	96	29.167	67	205	KTC81665.1 hypothetical protein Lbru_2185 	KTC81665.1
AVR58_05810	L. beliardensis	0.003	102	24.51	68	176	STX29871.1 Uncharacterised protein 	STX29871.1
AVR58_05875	L. pneumophila	0	619	100	100	619	AOU48797.1 hypothetical protein A9E85_05890 	AOU48797.1
AVR58_05875	L. gratiana	0	618	45.146	99	616	STX45637.1 Uncharacterised protein 	STX45637.1
AVR58_05875	L. santicrucis	0	621	46.216	99	616	KTD56813.1 hypothetical protein Lsan_2973 	KTD56813.1
AVR58_05875	L. sainthelensi	0	621	45.894	99	616	AUH73599.1 hypothetical protein CAB17_17250 	AUH73599.1
AVR58_05875	L. cincinnatiensis	0	619	44.911	99	616	STX34542.1 Uncharacterised protein 	STX34542.1
AVR58_05875	L. longbeachae NSW150	0	621	45.089	99	616	CBJ12807.1 hypothetical protein LLO_2390 	CBJ12807.1
AVR58_05875	L. cardiaca	3.68E-25	470	23.83	73	590	WED42240.1 hypothetical protein PXX05_09900 	WED42240.1
AVR58_05875	L. hackeliae	4.14E-25	547	24.863	82	609	CEK09884.1 protein of unknown function 	CEK09884.1
AVR58_05875	L. oakridgensis	4.29E-20	527	24.288	79	605	KTD37848.1 hypothetical protein Loak_1524 	KTD37848.1
AVR58_05875	L. brunensis	1.10E-18	341	26.979	51	869	KTC87217.1 hypothetical protein Lbru_0035 	KTC87217.1
AVR58_05875	L. micdadei	4.87E-18	363	25.62	55	908	CEG61732.1 protein of unknown function [coiled-coil] 	CEG61732.1
AVR58_05875	L. londiniensis	4.94E-17	272	24.265	43	827	STX93602.1 Uncharacterised protein 	STX93602.1
AVR58_05875	L. sp. HCPI-6	7.50E-15	338	28.402	51	843	MCL9685699.1 hypothetical protein LOX96_16480 	MCL9685699.1
AVR58_05875	L. jamestowniensis DSM 19215	1.78E-08	273	24.176	39	876	SFL90188.1 hypothetical protein SAMN02746073_2510 	SFL90188.1
AVR58_05875	L. busanensis	4.55E-06	360	25	56	682	STX52221.1 Uncharacterised protein 	STX52221.1
AVR58_05875	L. lansingensis	6.37E-06	229	24.017	34	641	SNV49807.1 Uncharacterised protein 	SNV49807.1
AVR58_05875	L. lytica	0.007	204	24.02	30	547	USQ13511.1 DUF456 domain-containing protein 	USQ13511.1
AVR58_05875	L. cardiaca	3.68E-05	251	22.709	39	567	WED42241.1 hypothetical protein PXX05_09905 	WED42241.1
AVR58_05875	L. jordanis	2.62E-04	301	21.927	44	692	VEH11985.1 Uncharacterised protein 	VEH11985.1
AVR58_05875	L. lytica	0.01	211	22.749	32	540	USQ13513.1 hypothetical protein J2N86_12645 	USQ13513.1
AVR58_06095	L. pneumophila	0	598	100	100	598	AOU48839.1 hypothetical protein A9E85_06115 	AOU48839.1
AVR58_06095	L. maceachernii	8.05E-26	330	30.303	50	735	SUP02777.1 Patatin 	SUP02777.1
AVR58_06095	L. massiliensis	6.65E-21	329	26.748	54	709	CEE13686.1 Patatin-like phospholipase 	CEE13686.1
AVR58_06095	L. jamestowniensis DSM 19215	3.09E-19	312	29.487	50	692	SFL77787.1 Patatin-like phospholipase 	SFL77787.1
AVR58_06095	L. clemsonensis	9.45E-19	317	28.076	50	695	ASQ45208.1 Patatin-like phospholipase 	ASQ45208.1
AVR58_06095	L. micdadei	3.92E-14	207	29.952	33	733	CEG61060.1 protein of unknown function 	CEG61060.1
AVR58_06095	L. moravica	1.99E-12	469	24.52	73	609	STX62318.1 VipD 	STX62318.1
AVR58_06095	L. shakespearei DSM 23087	4.73E-12	304	25.658	50	605	KTD64963.1 VipD 	KTD64963.1
AVR58_06095	L. pneumophila	7.52E-12	300	25	50	665	AOU49957.1 patatin 	AOU49957.1
AVR58_06095	L. lytica	8.10E-12	483	24.845	74	598	USQ13163.1 patatin-like phospholipase family protein 	USQ13163.1
AVR58_06095	L. taurinensis	1.01E-11	240	27.917	37	897	STY26310.1 esterase of the alpha-beta hydrolase superfamily 	STY26310.1
AVR58_06095	L. beliardensis	3.89E-11	199	28.141	31	902	STX28941.1 esterase of the alpha-beta hydrolase superfamily 	STX28941.1
AVR58_06095	L. pneumophila	4.92E-11	320	25	51	615	AOU50356.1 VipD 	AOU50356.1
AVR58_06095	L. cardiaca	5.48E-11	199	29.146	31	897	WED44123.1 patatin-like phospholipase family protein 	WED44123.1
AVR58_06095	L. hackeliae	1.39E-10	226	29.204	36	898	CEK10905.1 protein with patatin domain 	CEK10905.1
AVR58_06095	L. lytica	1.91E-10	231	25.974	37	881	USQ12878.1 patatin-like phospholipase family protein 	USQ12878.1
AVR58_06095	L. quateirensis	2.21E-10	452	22.566	70	601	STY17414.1 VipD 	STY17414.1
AVR58_06095	L. jamestowniensis DSM 19215	2.29E-10	214	28.972	34	893	SFL67657.1 NTE family protein 	SFL67657.1
AVR58_06095	L. sp. 27fs60	4.34E-10	448	23.884	70	601	MBL7479365.1 patatin-like phospholipase family protein 	MBL7479365.1
AVR58_06095	L. sp. 27fs60	4.34E-10	448	23.884	70	601	MBL7479315.1 patatin-like phospholipase family protein 	MBL7479315.1
AVR58_06095	L. clemsonensis	7.13E-10	214	28.505	34	898	ASQ45716.1 Patatin-like phospholipase 	ASQ45716.1
AVR58_06095	L. feeleii	3.56E-05	264	21.591	41	460	STX88259.1 patatin-like phospholipase 	STX88259.1
AVR58_06095	L. israelensis	4.04E-08	228	26.316	35	891	QDP72662.1 phospholipase 	QDP72662.1
AVR58_06095	L. brunensis	8.92E-08	238	26.05	38	896	KTC78320.1 esterase of the alpha-beta hydrolase superfamily protein 	KTC78320.1
AVR58_06095	L. antarctica	1.10E-06	202	25.248	32	877	BCA95372.1 hypothetical protein TUM19329_17330 	BCA95372.1
AVR58_06095	L. jordanis	2.85E-06	207	26.087	33	893	VEH12402.1 esterase of the alpha-beta hydrolase superfamily 	VEH12402.1
AVR58_06095	L. lansingensis	3.83E-06	198	27.778	31	902	SNV49785.1 esterase of the alpha-beta hydrolase superfamily 	SNV49785.1
AVR58_06095	L. fallonii LLAP-10	4.00E-06	305	23.279	49	879	CEG56794.1 protein with patatin domain 	CEG56794.1
AVR58_06095	L. drancourtii LLAP12	4.87E-05	203	22.66	32	765	EHL31121.1 hypothetical protein LDG_6832 	EHL31121.1
AVR58_06095	L. quinlivanii	1.06E-04	208	26.923	33	908	KTD50063.1 esterase of the alpha-beta hydrolase superfamily protein 	KTD50063.1
AVR58_06095	L. birminghamensis	2.40E-04	227	26.432	36	902	STX31545.1 esterase of the alpha-beta hydrolase superfamily 	STX31545.1
AVR58_06095	L. sp. HCPI-6	3.08E-04	195	23.59	31	880	MCL9684245.1 patatin-like phospholipase family protein 	MCL9684245.1
AVR58_06095	L. pneumophila	3.57E-04	201	25.871	32	883	AOU48989.1 phospholipase 	AOU48989.1
AVR58_06335	L. pneumophila	0	354	100	100	354	AOU48840.1 type IV secretion protein Dot 	AOU48840.1
AVR58_06335	L. waltersii	5.81E-55	280	36.786	78	332	SNV03501.1 Dot/Icm secretion system substrate 	SNV03501.1
AVR58_06335	L. sp. HCPI-6	4.28E-47	296	36.149	81	366	MCL9685816.1 hypothetical protein LOX96_17085 	MCL9685816.1
AVR58_06335	L. quateirensis	4.05E-41	303	32.013	83	362	STY18158.1 Dot/Icm secretion system substrate 	STY18158.1
AVR58_06335	L. sp. 27fs60	5.46E-39	314	30.255	86	362	MBL7481080.1 hypothetical protein IZU94_14045 	MBL7481080.1
AVR58_06335	L. shakespearei DSM 23087	3.06E-33	234	33.761	65	338	KTD59273.1 substrate of the Dot/Icm secretion system 	KTD59273.1
AVR58_06335	L. moravica	3.64E-33	300	29.667	81	362	STX63022.1 Dot/Icm secretion system substrate 	STX63022.1
AVR58_06335	L. shakespearei DSM 23087	6.55E-16	324	25	79	356	KTD57845.1 substrate of the Dot/Icm secretion system 	KTD57845.1
AVR58_06425	L. pneumophila	0	528	100	100	528	AOU48858.1 hypothetical protein A9E85_06215 	AOU48858.1
AVR58_06425	L. waltersii	0	518	69.498	98	525	SNV10140.1 Uncharacterised protein 	SNV10140.1
AVR58_06425	L. waltersii	0	517	68.472	98	523	SNU96791.1 Uncharacterised protein 	SNU96791.1
AVR58_06425	L. fallonii LLAP-10	1.58E-09	193	24.87	34	493	CEG57504.1 protein of unknown function 	CEG57504.1
AVR58_06425	L. jordanis	3.21E-09	255	18.824	45	469	VEH11302.1 Yersinia/Haemophilus virulence surface antigen 	VEH11302.1
AVR58_06425	L. maceachernii	1.42E-07	205	22.927	36	480	SUO98686.1 Uncharacterised protein 	SUO98686.1
AVR58_06425	L. micdadei	2.07E-07	195	23.59	33	470	CEG60936.1 protein of unknown function 	CEG60936.1
AVR58_06425	L. steigerwaltii	5.31E-05	230	23.043	41	332	STY22104.1 Uncharacterised protein 	STY22104.1
AVR58_03410	L. pneumophila	0	945	100	100	945	AOU48336.1 phosphocholine transferase 	AOU48336.1
AVR58_03410	L. steelei	0	946	64.799	100	939	KTD69087.1 ankyrin repeat-containing protein 	KTD69087.1
AVR58_03410	L. bozemanae	0	947	65.998	100	943	STO34618.1 Ribulose-5-phosphate 4-epimerase and related epimerases and aldolases 	STO34618.1
AVR58_03410	L. parisiensis	0	946	64.165	100	941	STX77009.1 ankyrin repeat-containing protein 	STX77009.1
AVR58_03410	L. massiliensis	0	948	58.017	100	940	CEE14843.1 Phosphocholine transferase AnkX 	CEE14843.1
AVR58_03410	L. gratiana	0	945	56.931	100	921	STX42960.1 ankyrin repeat-containing protein 	STX42960.1
AVR58_03410	L. steigerwaltii	0	651	71.121	69	655	STY22425.1 ankyrin repeat-containing protein 	STY22425.1
AVR58_03410	L. massiliensis	0	898	47.884	94	931	CEE14973.1 Phosphocholine transferase AnkX 	CEE14973.1
AVR58_03410	L. birminghamensis	2.04E-39	493	29.209	50	457	STX31741.1 ankyrin repeat-containing protein 	STX31741.1
AVR58_03410	L. fallonii LLAP-10	7.49E-35	337	31.157	32	654	CEG56082.1 protein of unknown function [Fic domain] 	CEG56082.1
AVR58_03410	L. sp. HCPI-6	1.18E-33	452	27.434	46	512	MCL9685369.1 ankyrin repeat domain-containing protein 	MCL9685369.1
AVR58_03410	L. nautarum	1.53E-32	326	33.436	32	428	KTD33718.1 ankyrin repeat-containing protein 	KTD33718.1
AVR58_03410	L. massiliensis	5.17E-32	537	25.698	55	517	CEE12913.1 Phosphocholine transferase AnkX 	CEE12913.1
AVR58_03410	L. londiniensis	3.79E-30	310	31.613	31	431	STX94213.1 ankyrin repeat-containing protein 	STX94213.1
AVR58_03410	L. septentrionalis	2.12E-29	370	30	35	448	RUR09557.1 hypothetical protein ELY14_08230 	RUR09557.1
AVR58_03410	L. nautarum	5.46E-29	368	30.435	35	656	KTD32723.1 ankyrin repeat-containing protein 	KTD32723.1
AVR58_03410	L. sainthelensi	1.15E-25	338	29.882	30	706	AUH70638.1 hypothetical protein CAB17_00165 	AUH70638.1
AVR58_03410	L. fallonii LLAP-10	2.78E-25	359	27.855	32	668	CEG57280.1 protein of unknown function [Fic domain] 	CEG57280.1
AVR58_03410	L. spiritensis	1.02E-18	297	27.946	31	510	VEG92290.1 ankyrin repeat-containing protein 	VEG92290.1
AVR58_03410	L. lytica	1.43E-18	308	27.597	30	666	USQ15258.1 Fic family protein (plasmid) 	USQ15258.1
AVR58_03410	L. massiliensis	3.31E-18	352	24.716	46	974	CEE14215.1 Phosphocholine transferase AnkX 	CEE14215.1
AVR58_03410	L. massiliensis	6.12E-16	432	26.157	46	974	CEE14215.1 Phosphocholine transferase AnkX 	CEE14215.1
AVR58_03410	L. massiliensis	2.04E-14	319	24.451	46	974	CEE14215.1 Phosphocholine transferase AnkX 	CEE14215.1
AVR58_03410	L. beliardensis	2.14E-16	291	27.491	30	494	STX28331.1 ankyrin repeat-containing protein 	STX28331.1
AVR58_03410	L. micdadei	2.74E-16	449	24.053	47	873	CEG61494.1 protein of unknown function [ankyrin repeat] 	CEG61494.1
AVR58_03410	L. birminghamensis	7.68E-06	316	21.835	30	734	STX31875.1 ankyrin repeat-containing protein 	STX31875.1
AVR58_03410	L. gratiana	6.93E-15	577	24.437	59	848	STX42307.1 ankyrin repeat-containing protein 	STX42307.1
AVR58_03410	L. worsleiensis	3.07E-14	411	23.114	44	955	STY32732.1 Ankyrin repeat protein 	STY32732.1
AVR58_03410	L. worsleiensis	2.44E-08	353	25.212	44	955	STY32732.1 Ankyrin repeat protein 	STY32732.1
AVR58_03410	L. worsleiensis	4.64E-06	418	22.01	44	955	STY32732.1 Ankyrin repeat protein 	STY32732.1
AVR58_03410	L. worsleiensis	4.02E-04	416	21.154	44	955	STY32732.1 Ankyrin repeat protein 	STY32732.1
AVR58_03410	L. geestiana	8.40E-14	445	22.247	47	782	QBS12692.1 ankyrin repeat domain-containing protein 	QBS12692.1
AVR58_03410	L. beliardensis	1.09E-13	444	26.351	44	788	STX27944.1 Ankyrin repeat protein 	STX27944.1
AVR58_03410	L. busanensis	2.01E-13	410	23.415	45	858	STX52733.1 ankyrin 	STX52733.1
AVR58_03410	L. busanensis	1.80E-07	329	23.708	45	858	STX52733.1 ankyrin 	STX52733.1
AVR58_03410	L. qingyii	4.16E-13	411	26.034	43	877	RUR26552.1 ankyrin repeat domain-containing protein 	RUR26552.1
AVR58_03410	L. qingyii	5.02E-06	379	21.9	43	877	RUR26552.1 ankyrin repeat domain-containing protein 	RUR26552.1
AVR58_03410	L. anisa	4.94E-13	436	22.936	45	877	AWN73762.1 hypothetical protein DLD14_07855 	AWN73762.1
AVR58_03410	L. sp. 27fs60	2.88E-12	329	27.052	32	427	MBL7479703.1 hypothetical protein IZU94_06975 	MBL7479703.1
AVR58_03410	L. lansingensis	3.17E-12	407	23.833	43	873	SNV52439.1 ankyrin repeat-containing protein 	SNV52439.1
AVR58_03410	L. lansingensis	1.85E-06	335	22.985	43	873	SNV52439.1 ankyrin repeat-containing protein 	SNV52439.1
AVR58_03410	L. worsleiensis	3.24E-12	380	26.316	39	739	STY32342.1 ankyrin repeat-containing protein 	STY32342.1
AVR58_03410	L. wadsworthii	3.87E-12	408	24.265	43	877	STY28761.1 ankyrin repeat-containing protein 	STY28761.1
AVR58_03410	L. shakespearei DSM 23087	4.14E-12	302	28.808	31	636	KTD57923.1 ankyrin repeat-containing protein 	KTD57923.1
AVR58_03410	L. jamestowniensis DSM 19215	7.55E-12	286	24.825	30	322	SFL85118.1 Fic/DOC family protein 	SFL85118.1
AVR58_03410	L. clemsonensis	7.66E-12	298	25.839	43	2663	ASQ47006.1 Phosphocholine transferase AnkX 	ASQ47006.1
AVR58_03410	L. clemsonensis	1.29E-07	420	23.571	43	2663	ASQ47006.1 Phosphocholine transferase AnkX 	ASQ47006.1
AVR58_03410	L. clemsonensis	1.07E-06	341	24.047	43	2663	ASQ47006.1 Phosphocholine transferase AnkX 	ASQ47006.1
AVR58_03410	L. clemsonensis	6.05E-05	317	24.29	43	2663	ASQ47006.1 Phosphocholine transferase AnkX 	ASQ47006.1
AVR58_03410	L. cardiaca	1.29E-11	420	24.286	43	870	WED42166.1 ankyrin repeat domain-containing protein 	WED42166.1
AVR58_03410	L. jamestowniensis DSM 19215	1.90E-11	443	22.573	48	1288	"SFL86895.1 Ankyrin repeat, partial "	SFL86895.1
AVR58_03410	L. jamestowniensis DSM 19215	2.23E-09	469	22.175	48	1288	"SFL86895.1 Ankyrin repeat, partial "	SFL86895.1
AVR58_03410	L. clemsonensis	2.47E-11	408	24.02	41	1210	ASQ45131.1 Phosphocholine transferase AnkX 	ASQ45131.1
AVR58_03410	L. moravica	5.01E-11	341	23.754	43	2337	STX61684.1 ankyrin repeat-containing protein 	STX61684.1
AVR58_03410	L. moravica	1.05E-07	413	22.276	43	2337	STX61684.1 ankyrin repeat-containing protein 	STX61684.1
AVR58_03410	L. moravica	1.17E-04	360	21.944	43	2337	STX61684.1 ankyrin repeat-containing protein 	STX61684.1
AVR58_03410	L. parisiensis	5.63E-11	431	22.738	45	878	STX75525.1 ankyrin repeat-containing protein 	STX75525.1
AVR58_03410	L. steelei	6.14E-11	408	23.039	43	878	KTD67131.1 ankyrin repeat-containing protein 	KTD67131.1
AVR58_03410	L. nautarum	6.44E-11	454	24.229	44	2440	KTD32259.1 Ankyrin repeat protein 	KTD32259.1
AVR58_03410	L. hackeliae	8.39E-11	325	24.923	51	1568	CEK09774.1 protein of unknown function [ankyrin repeat] 	CEK09774.1
AVR58_03410	L. hackeliae	2.38E-10	447	21.7	51	1568	CEK09774.1 protein of unknown function [ankyrin repeat] 	CEK09774.1
AVR58_03410	L. hackeliae	1.07E-09	410	22.195	51	1568	CEK09774.1 protein of unknown function [ankyrin repeat] 	CEK09774.1
AVR58_03410	L. hackeliae	9.18E-09	294	23.81	51	1568	CEK09774.1 protein of unknown function [ankyrin repeat] 	CEK09774.1
AVR58_03410	L. hackeliae	6.90E-07	290	22.414	51	1568	CEK09774.1 protein of unknown function [ankyrin repeat] 	CEK09774.1
AVR58_03410	L. hackeliae	6.14E-06	475	19.158	51	1568	CEK09774.1 protein of unknown function [ankyrin repeat] 	CEK09774.1
AVR58_03410	L. bozemanae	8.56E-11	436	23.165	45	879	STO33393.1 Ribulose-5-phosphate 4-epimerase and related epimerases and aldolases 	STO33393.1
AVR58_03410	L. antarctica	8.74E-11	458	24.017	56	1103	BCA96249.1 hypothetical protein TUM19329_26100 	BCA96249.1
AVR58_03410	L. antarctica	4.79E-08	308	23.052	56	1103	BCA96249.1 hypothetical protein TUM19329_26100 	BCA96249.1
AVR58_03410	L. septentrionalis	9.45E-11	317	26.814	33	856	RUR10153.1 ankyrin repeat domain-containing protein 	RUR10153.1
AVR58_03410	L. bozemanae	4.43E-10	324	25	46	1410	STO32834.1 Ribulose-5-phosphate 4-epimerase and related epimerases and aldolases 	STO32834.1
AVR58_03410	L. bozemanae	2.47E-07	503	23.459	46	1410	STO32834.1 Ribulose-5-phosphate 4-epimerase and related epimerases and aldolases 	STO32834.1
AVR58_03410	L. israelensis	7.03E-10	383	25.587	38	545	QDP71218.1 hypothetical protein FOG18_00765 	QDP71218.1
AVR58_03410	L. beliardensis	1.21E-09	387	21.189	44	1306	STX28316.1 Ankyrin repeat protein 	STX28316.1
AVR58_03410	L. beliardensis	5.22E-07	296	22.635	44	1306	STX28316.1 Ankyrin repeat protein 	STX28316.1
AVR58_03410	L. fallonii LLAP-10	9.10E-06	368	24.457	38	645	CEG57266.1 conserved protein of unknown function [ankyrin domain] 	CEG57266.1
AVR58_03410	L. londiniensis	1.41E-09	288	26.389	39	803	STX93354.1 ankyrin 3 	STX93354.1
AVR58_03410	L. londiniensis	1.43E-09	341	25.22	39	803	STX93354.1 ankyrin 3 	STX93354.1
AVR58_03410	L. busanensis	1.41E-09	314	24.522	36	1441	STX52833.1 ankyrin repeat-containing protein 	STX52833.1
AVR58_03410	L. busanensis	2.48E-08	373	23.324	36	1441	STX52833.1 ankyrin repeat-containing protein 	STX52833.1
AVR58_03410	L. clemsonensis	1.47E-09	360	22.222	44	1530	ASQ45932.1 Phosphocholine transferase AnkX 	ASQ45932.1
AVR58_03410	L. clemsonensis	2.95E-04	422	22.275	44	1530	ASQ45932.1 Phosphocholine transferase AnkX 	ASQ45932.1
AVR58_03410	L. clemsonensis	0.01	428	22.664	44	1530	ASQ45932.1 Phosphocholine transferase AnkX 	ASQ45932.1
AVR58_03410	L. busanensis	1.66E-09	439	21.64	45	825	STX81393.1 Ankyrin repeat protein 	STX81393.1
AVR58_03410	L. busanensis	2.08E-05	422	22.749	45	825	STX81393.1 Ankyrin repeat protein 	STX81393.1
AVR58_03410	L. cardiaca	1.82E-09	342	25.731	44	1650	WED42862.1 ankyrin repeat domain-containing protein 	WED42862.1
AVR58_03410	L. cardiaca	2.49E-09	414	23.671	44	1650	WED42862.1 ankyrin repeat domain-containing protein 	WED42862.1
AVR58_03410	L. cardiaca	3.56E-08	293	26.28	44	1650	WED42862.1 ankyrin repeat domain-containing protein 	WED42862.1
AVR58_03410	L. busanensis	4.73E-09	439	21.64	45	589	STX81654.1 Ankyrin repeat protein 	STX81654.1
AVR58_03410	L. busanensis	6.20E-05	422	22.749	45	589	STX81654.1 Ankyrin repeat protein 	STX81654.1
AVR58_03410	L. massiliensis	4.87E-09	284	22.535	36	1171	CEE14322.1 Phosphocholine transferase AnkX 	CEE14322.1
AVR58_03410	L. massiliensis	8.46E-06	346	21.676	36	1171	CEE14322.1 Phosphocholine transferase AnkX 	CEE14322.1
AVR58_03410	L. israelensis	4.85E-08	296	22.973	31	629	QDP72039.1 hypothetical protein FOG18_05365 	QDP72039.1
AVR58_03410	L. anisa	9.62E-05	287	22.997	34	1406	AWN75652.1 ankyrin repeat domain-containing protein 	AWN75652.1
AVR58_03410	L. anisa	1.09E-04	355	24.225	34	1406	AWN75652.1 ankyrin repeat domain-containing protein 	AWN75652.1
AVR58_03410	L. jamestowniensis DSM 19215	5.62E-06	330	21.818	35	1541	SFL98608.1 Ankyrin repeat 	SFL98608.1
AVR58_03410	L. septentrionalis	0.001	305	22.951	42	863	RUR09838.1 ankyrin repeat domain-containing protein 	RUR09838.1
AVR58_03410	L. septentrionalis	0.002	325	23.385	42	863	RUR09838.1 ankyrin repeat domain-containing protein 	RUR09838.1
AVR58_03410	L. oakridgensis	1.54E-05	320	22.188	32	433	KTD38436.1 Ankyrin repeat protein 	KTD38436.1
AVR58_03410	L. parisiensis	7.91E-06	411	23.601	36	1407	STX71981.1 Ankyrin repeat protein 	STX71981.1
AVR58_03410	L. drancourtii LLAP12	3.43E-06	397	21.914	40	1444	EHL30674.1 hypothetical protein LDG_7313 	EHL30674.1
AVR58_03410	L. santicrucis	3.19E-08	307	23.453	31	386	KTD56362.1 Ankyrin repeat protein 	KTD56362.1
AVR58_03410	L. steelei	3.24E-08	324	25	34	1215	KTD67731.1 substrate of the Dot/Icm secretion system 	KTD67731.1
AVR58_03410	L. parisiensis	4.79E-08	302	25.828	36	391	STX71760.1 Ankyrin repeat protein 	STX71760.1
AVR58_03410	L. parisiensis	3.26E-07	295	24.407	36	391	STX71760.1 Ankyrin repeat protein 	STX71760.1
AVR58_03410	L. moravica	4.30E-04	322	22.36	30	485	STX63155.1 ankyrin repeat-containing protein 	STX63155.1
AVR58_03410	L. israelensis	7.65E-08	364	25.275	37	641	QDP72019.1 ankyrin repeat domain-containing protein 	QDP72019.1
AVR58_03410	L. adelaidensis	1.00E-07	303	23.102	31	389	KTC66646.1 Ankyrin repeat protein 	KTC66646.1
AVR58_03410	L. brunensis	1.00E-07	355	21.127	43	867	KTC81666.1 ankyrin 	KTC81666.1
AVR58_03410	L. brunensis	1.08E-07	406	21.921	43	867	KTC81666.1 ankyrin 	KTC81666.1
AVR58_03410	L. brunensis	2.77E-07	368	22.826	43	867	KTC81666.1 ankyrin 	KTC81666.1
AVR58_03410	L. busanensis	5.57E-06	303	23.432	39	678	STX81682.1 ankyrin repeat-containing protein 	STX81682.1
AVR58_03410	L. busanensis	2.53E-04	314	22.293	39	678	STX81682.1 ankyrin repeat-containing protein 	STX81682.1
AVR58_03410	L. fallonii LLAP-10	1.96E-07	341	23.46	34	1034	CEG56142.1 protein of unknown function [ankyrin domain][F-box domain] 	CEG56142.1
AVR58_03410	L. quateirensis	2.08E-07	326	25.153	41	670	STY17963.1 Ankyrin repeat protein 	STY17963.1
AVR58_03410	L. quateirensis	0.001	309	19.417	41	670	STY17963.1 Ankyrin repeat protein 	STY17963.1
AVR58_03410	L. quateirensis	3.44E-07	303	25.413	31	383	STY17152.1 Ankyrin repeat protein 	STY17152.1
AVR58_03410	L. sp. HCPI-6	3.71E-07	380	24.737	39	948	MCL9684846.1 ankyrin repeat domain-containing protein 	MCL9684846.1
AVR58_03410	L. quinlivanii	4.46E-07	445	22.472	43	2362	KTD51454.1 ankyrin repeat-containing protein 	KTD51454.1
AVR58_03410	L. septentrionalis	4.58E-05	330	22.424	34	827	RUR10100.1 ankyrin repeat domain-containing protein 	RUR10100.1
AVR58_03410	L. sp. 27fs60	4.59E-07	300	24.667	31	383	MBL7481304.1 ankyrin repeat domain-containing protein 	MBL7481304.1
AVR58_03410	L. birminghamensis	4.84E-07	334	26.946	33	579	STX32903.1 ankyrin repeat-containing protein 	STX32903.1
AVR58_03410	L. quinlivanii	6.05E-07	345	22.319	43	736	KTD47391.1 ankyrin 3 	KTD47391.1
AVR58_03410	L. quinlivanii	1.47E-04	337	21.662	43	736	KTD47391.1 ankyrin 3 	KTD47391.1
AVR58_03410	L. birminghamensis	7.28E-07	374	22.46	35	2362	STX31036.1 Ankyrin repeat protein 	STX31036.1
AVR58_03410	L. birminghamensis	1.01E-06	330	21.818	34	848	STX32108.1 Ankyrin repeat protein 	STX32108.1
AVR58_03410	L. cardiaca	1.03E-06	452	23.673	43	702	WED44148.1 ankyrin repeat domain-containing protein 	WED44148.1
AVR58_03410	L. steigerwaltii	1.05E-06	430	22.326	41	874	STY23606.1 Ankyrin repeat protein 	STY23606.1
AVR58_03410	L. massiliensis	1.06E-06	433	22.171	46	968	CEE13239.1 Phosphocholine transferase AnkX 	CEE13239.1
AVR58_03410	L. fallonii LLAP-10	1.52E-05	335	22.687	34	1218	CEG56550.1 protein of unknown function [ankyrin repeat] 	CEG56550.1
AVR58_03410	L. fallonii LLAP-10	0.004	339	19.469	34	1218	CEG56550.1 protein of unknown function [ankyrin repeat] 	CEG56550.1
AVR58_03410	L. santicrucis	2.62E-06	364	22.802	34	969	KTD56300.1 ankyrin repeat-containing protein 	KTD56300.1
AVR58_03410	L. massiliensis	2.96E-06	378	22.487	46	1468	CEE13964.1 Phosphocholine transferase AnkX 	CEE13964.1
AVR58_03410	L. massiliensis	5.17E-06	416	21.154	46	1468	CEE13964.1 Phosphocholine transferase AnkX 	CEE13964.1
AVR58_03410	L. massiliensis	1.39E-05	468	21.581	46	1468	CEE13964.1 Phosphocholine transferase AnkX 	CEE13964.1
AVR58_03410	L. drancourtii LLAP12	3.28E-06	396	23.485	54	811	EHL31492.1 ankyrin repeat-containing protein 	EHL31492.1
AVR58_03410	L. drancourtii LLAP12	8.59E-06	432	21.296	54	811	EHL31492.1 ankyrin repeat-containing protein 	EHL31492.1
AVR58_03410	L. fallonii LLAP-10	1.08E-05	351	20.798	46	2286	CEG57844.1 protein of unknown function [ankyrin repeat] 	CEG57844.1
AVR58_03410	L. fallonii LLAP-10	2.42E-05	397	21.662	46	2286	CEG57844.1 protein of unknown function [ankyrin repeat] 	CEG57844.1
AVR58_03410	L. fallonii LLAP-10	6.31E-04	395	21.772	46	2286	CEG57844.1 protein of unknown function [ankyrin repeat] 	CEG57844.1
AVR58_03410	L. clemsonensis	1.20E-05	286	24.126	30	510	ASQ46192.1 Phosphocholine transferase AnkX 	ASQ46192.1
AVR58_03410	L. steelei	6.72E-06	370	24.054	41	775	KTD68282.1 Ankyrin repeat protein 	KTD68282.1
