#sallacc	qacc	evalue	length	pident	qcovs	slen	seq.id	salltitles	species
WED42120.1	AVR58_01995	2.79e-145	448	49.777	96	474	467	WED42120.1 APC family permease 	L. cardiaca
CBJ11590.1	AVR58_01995	3.65e-145	460	46.957	98	466	467	CBJ11590.1 putative amino acid antiporter 	L. longbeachae NSW150
KTD57795.1	AVR58_01995	4.16e-145	455	48.791	97	466	467	KTD57795.1 amino acid antiporter 	L. shakespearei DSM 23087
STX50780.1	AVR58_01995	4.88e-145	460	46.522	99	459	467	STX50780.1 amino acid antiporter 	L. busanensis
KTC65956.1	AVR58_01995	1.05e-144	461	47.072	99	460	467	KTC65956.1 amino acid antiporter 	L. adelaidensis
SUP02950.1	AVR58_01995	1.07e-144	463	46.004	99	481	467	SUP02950.1 Glutamate/gamma-aminobutyrate antiporter 	L. maceachernii
MCL9683733.1	AVR58_01995	1.15e-144	460	46.739	99	456	467	MCL9683733.1 APC family permease 	L. sp. HCPI-6
STY29344.1	AVR58_01995	4.33e-144	460	45.000	99	456	467	STY29344.1 amino acid antiporter 	L. wadsworthii
CEG57522.1	AVR58_01995	4.65e-144	443	49.887	94	466	467	CEG57522.1 conserved membrane protein of unknown function 	L. fallonii LLAP-10
KGP62737.1	AVR58_01995	9.89e-144	451	49.446	96	476	467	KGP62737.1 transporter 	L. norrlandica
STY30667.1	AVR58_01995	1.54e-143	455	48.571	97	467	467	STY30667.1 amino acid antiporter 	L. worsleiensis
STX38608.1	AVR58_01995	1.61e-143	463	46.220	99	470	467	STX38608.1 Amino acid transporter 	L. feeleii
STX29409.1	AVR58_01995	2.33e-143	451	48.780	96	474	467	STX29409.1 amino acid antiporter 	L. beliardensis
STX42113.1	AVR58_01995	2.41e-143	463	46.220	99	470	467	STX42113.1 Amino acid transporter 	L. donaldsonii
SUP01346.1	AVR58_01995	2.80e-143	461	49.892	98	469	467	SUP01346.1 Glutamate/gamma-aminobutyrate antiporter 	L. maceachernii
AOU49239.1	AVR58_01995	6.53e-143	464	47.414	99	464	467	AOU49239.1 transporter 	L. pneumophila
STX51936.1	AVR58_01995	7.63e-143	462	50.000	99	473	467	STX51936.1 amino acid antiporter 	L. busanensis
BCA95438.1	AVR58_01995	1.45e-142	460	46.087	99	456	467	BCA95438.1 putative transporter 	L. antarctica
SNV50567.1	AVR58_01995	3.06e-142	462	44.805	99	470	467	SNV50567.1 Amino acid transporter 	L. lansingensis
QDP72810.1	AVR58_01995	1.34e-141	462	45.671	99	457	467	QDP72810.1 amino acid permease 	L. israelensis
CBJ12075.1	AVR58_01995	1.89e-141	460	45.000	99	456	467	CBJ12075.1 putative amino acid antiporter 	L. longbeachae NSW150
STX35169.1	AVR58_01995	3.60e-141	460	44.565	99	456	467	STX35169.1 amino acid antiporter 	L. cincinnatiensis
KTC81630.1	AVR58_01995	6.35e-141	461	48.807	98	466	467	KTC81630.1 amino acid antiporter 	L. brunensis
KTC97998.1	AVR58_01995	8.04e-141	463	44.708	99	457	467	KTC97998.1 amino acid antiporter 	L. erythra
QBS12073.1	AVR58_01995	8.52e-141	438	48.858	94	467	467	QBS12073.1 amino acid permease 	L. geestiana
BCA94777.1	AVR58_01995	8.99e-141	453	47.682	97	465	467	BCA94777.1 transporter 	L. antarctica
CEK10504.1	AVR58_01995	9.50e-141	461	44.252	99	469	467	CEK10504.1 conserved membrane protein of unknown function 	L. hackeliae
MBL7479398.1	AVR58_01995	1.28e-140	455	49.011	97	471	467	MBL7479398.1 amino acid permease 	L. sp. 27fs60
AUH72966.1	AVR58_01995	2.07e-140	460	44.348	99	456	467	AUH72966.1 amino acid permease 	L. sainthelensi
STX28324.1	AVR58_01995	2.69e-140	462	45.022	99	459	467	STX28324.1 amino acid antiporter 	L. beliardensis
STY26060.1	AVR58_01995	3.41e-140	462	45.022	99	457	467	STY26060.1 amino acid antiporter 	L. taurinensis
KTD63129.1	AVR58_01995	4.20e-140	460	44.348	99	456	467	KTD63129.1 amino acid antiporter 	L. santicrucis
MCL9682699.1	AVR58_01995	4.59e-140	455	48.571	97	465	467	MCL9682699.1 APC family permease 	L. sp. HCPI-6
VEG90402.1	AVR58_01995	4.94e-140	460	45.435	99	456	467	VEG90402.1 Amino acid transporter 	L. spiritensis
ASQ46071.1	AVR58_01995	7.41e-140	460	45.000	98	469	467	ASQ46071.1 Glutamate/gamma-aminobutyrate antiporter 	L. clemsonensis
CEG60341.1	AVR58_01995	2.35e-139	462	49.567	99	470	467	CEG60341.1 Amino acid antiporter 	L. micdadei
CEE12774.1	AVR58_01995	2.45e-139	456	49.561	97	475	467	CEE12774.1 Glutamate/gamma-aminobutyrate antiporter 	L. massiliensis
RUR19410.1	AVR58_01995	2.81e-139	460	45.000	99	456	467	RUR19410.1 amino acid permease 	L. qingyii
SFL89374.1	AVR58_01995	3.32e-139	460	44.783	98	469	467	SFL89374.1 amino acid/polyamine/organocation transporter, APC superfamily (TC 2.A.3) 	L. jamestowniensis DSM 19215
ATW01872.1	AVR58_01995	3.66e-139	440	49.545	93	487	467	ATW01872.1 hypothetical protein CCU22_01495 	L. endosymbiont of Polyplax serrata
STX62266.1	AVR58_01995	9.12e-139	455	49.011	97	469	467	STX62266.1 amino acid antiporter 	L. moravica
STO34075.1	AVR58_01995	9.50e-139	461	46.204	99	456	467	STO34075.1 Extreme acid sensitivity protein 	L. bozemanae
STX44633.1	AVR58_01995	2.97e-138	460	44.783	99	456	467	STX44633.1 amino acid antiporter 	L. gratiana
CEK10008.1	AVR58_01995	3.01e-138	463	49.244	99	467	467	CEK10008.1 conserved membrane protein of unknown function 	L. hackeliae
STY17363.1	AVR58_01995	3.18e-138	455	48.352	97	471	467	STY17363.1 Glutamate/gamma-aminobutyrate antiporter 	L. quateirensis
AWN74358.1	AVR58_01995	5.65e-138	461	45.987	99	456	467	AWN74358.1 amino acid permease 	L. anisa
AOU49440.1	AVR58_01995	5.79e-138	448	49.107	96	473	467	AOU49440.1 transporter 	L. pneumophila
KTD68168.1	AVR58_01995	6.72e-138	461	44.469	99	456	467	KTD68168.1 amino acid antiporter 	L. steelei
SNV02876.1	AVR58_01995	1.13e-137	449	48.775	96	474	467	SNV02876.1 Glutamate/gamma-aminobutyrate antiporter 	L. waltersii
KTD50042.1	AVR58_01995	3.70e-137	460	44.348	99	456	467	KTD50042.1 amino acid antiporter 	L. quinlivanii
RUR09832.1	AVR58_01995	7.50e-137	462	45.887	99	457	467	RUR09832.1 amino acid permease 	L. septentrionalis
STX31526.1	AVR58_01995	2.34e-136	460	44.348	99	508	467	STX31526.1 amino acid antiporter 	L. birminghamensis
CEG61165.1	AVR58_01995	3.55e-136	463	45.356	99	481	467	CEG61165.1 Amino acid transporter 	L. micdadei
WED44485.1	AVR58_01995	5.08e-136	462	45.238	99	469	467	WED44485.1 APC family permease 	L. cardiaca
KTD37964.1	AVR58_01995	9.33e-136	436	46.789	93	460	467	KTD37964.1 amino acid antiporter 	L. oakridgensis
STX76445.1	AVR58_01995	1.47e-135	461	45.119	99	456	467	STX76445.1 amino acid antiporter 	L. parisiensis
SNV52377.1	AVR58_01995	2.62e-134	448	49.554	96	472	467	SNV52377.1 amino acid antiporter 	L. lansingensis
STY23000.1	AVR58_01995	1.81e-132	461	44.685	99	456	467	STY23000.1 amino acid antiporter 	L. steigerwaltii
STX93136.1	AVR58_01995	4.86e-132	462	45.022	99	459	467	STX93136.1 amino acid antiporter 	L. londiniensis
STY26752.1	AVR58_01995	1.34e-116	465	40.000	98	483	467	STY26752.1 amino acid antiporter 	L. taurinensis
STX62639.1	AVR58_01995	5.12e-115	463	43.413	99	442	467	STX62639.1 amino acid antiporter 	L. moravica
KTD00015.1	AVR58_01995	2.39e-114	452	39.159	95	472	467	KTD00015.1 amino acid antiporter 	L. erythra
MBL7478894.1	AVR58_01995	1.85e-112	457	43.326	98	442	467	MBL7478894.1 APC family permease 	L. sp. 27fs60
KTD60493.1	AVR58_01995	1.20e-108	459	41.612	98	441	467	KTD60493.1 amino acid antiporter 	L. shakespearei DSM 23087
STY17706.1	AVR58_01995	5.17e-108	435	44.138	93	442	467	STY17706.1 amino acid antiporter 	L. quateirensis
MCL9683761.1	AVR58_01995	1.09e-105	460	40.000	99	443	467	MCL9683761.1 APC family permease 	L. sp. HCPI-6
KGP63586.1	AVR58_01995	2.98e-104	456	40.351	97	439	467	KGP63586.1 amino acid:proton antiporter 	L. norrlandica
KTD68289.1	AVR58_01995	4.95e-99	436	41.055	93	448	467	KTD68289.1 amino acid antiporter 	L. steelei
CEG57081.1	AVR58_01995	8.94e-99	461	40.564	98	444	467	CEG57081.1 Amino acid antiporter 	L. fallonii LLAP-10
SFM03435.1	AVR58_01995	2.62e-94	441	36.961	94	443	467	SFM03435.1 Amino acid transporter 	L. jamestowniensis DSM 19215
STY33351.1	AVR58_01995	1.92e-93	437	40.503	93	442	467	STY33351.1 amino acid antiporter 	L. worsleiensis
AOU49208.1	AVR58_01995	5.46e-93	447	40.940	96	438	467	AOU49208.1 amino acid:proton antiporter 	L. pneumophila
STY23106.1	AVR58_01995	1.58e-92	447	41.387	95	449	467	STY23106.1 amino acid antiporter 	L. steigerwaltii
SNV52331.1	AVR58_01995	1.91e-92	422	40.047	90	447	467	SNV52331.1 amino acid antiporter 	L. lansingensis
STY29272.1	AVR58_01995	2.80e-91	441	40.136	94	448	467	STY29272.1 amino acid antiporter 	L. wadsworthii
CEK10029.1	AVR58_01995	5.26e-91	443	37.923	95	439	467	CEK10029.1 Amino acid antiporter 	L. hackeliae
STX76354.1	AVR58_01995	1.54e-88	443	40.181	95	449	467	STX76354.1 amino acid antiporter 	L. parisiensis
KTC81599.1	AVR58_01995	3.43e-87	448	40.402	96	446	467	KTC81599.1 amino acid antiporter 	L. brunensis
VEG89650.1	AVR58_01995	1.19e-83	435	37.931	93	441	467	VEG89650.1 amino acid antiporter 	L. spiritensis
QBS13278.1	AVR58_01995	4.38e-77	443	35.892	95	458	467	QBS13278.1 amino acid permease 	L. geestiana
STX51062.1	AVR58_01995	2.93e-75	453	33.333	97	457	467	STX51062.1 Amino acid transporter 	L. busanensis
EHL29920.1	AVR58_01995	2.39e-08	439	21.640	91	479	467	EHL29920.1 hypothetical protein LDG_8212 	L. drancourtii LLAP12
AOU48079.1	AVR58_02000	1.38e-127	174	100.000	100	174	174	AOU48079.1 hypothetical protein A9E85_02015 	L. pneumophila
KGP63017.1	AVR58_02000	3.32e-84	174	75.287	100	174	174	KGP63017.1 coiled-coil protein 	L. norrlandica
KTD65842.1	AVR58_02000	1.34e-71	173	60.116	99	174	174	KTD65842.1 hypothetical protein Lsha_0203 	L. shakespearei DSM 23087
STY16556.1	AVR58_02000	4.34e-67	173	58.382	99	174	174	STY16556.1 putative protein conserved in archaea 	L. quateirensis
MBL7480902.1	AVR58_02000	4.39e-67	173	58.382	99	174	174	MBL7480902.1 primosomal replication protein 	L. sp. 27fs60
STX61445.1	AVR58_02000	4.48e-67	173	56.069	99	174	174	STX61445.1 putative protein conserved in archaea 	L. moravica
STY31903.1	AVR58_02000	1.48e-64	173	55.491	99	174	174	STY31903.1 putative protein conserved in archaea 	L. worsleiensis
MCL9683277.1	AVR58_02000	1.70e-64	173	57.225	99	175	174	MCL9683277.1 primosomal replication protein 	L. sp. HCPI-6
RUR24430.1	AVR58_02000	2.84e-64	170	57.647	98	178	174	RUR24430.1 hypothetical protein ELY20_05040 	L. qingyii
STO35085.1	AVR58_02000	1.97e-63	170	58.235	98	177	174	STO35085.1 Uncharacterised protein 	L. bozemanae
STY21929.1	AVR58_02000	1.15e-62	162	59.877	93	163	174	STY21929.1 coiled-coil protein 	L. steigerwaltii
CEG58077.1	AVR58_02000	2.02e-62	173	56.069	99	174	174	CEG58077.1 conserved protein of unknown function 	L. fallonii LLAP-10
STX77498.1	AVR58_02000	2.92e-62	170	55.882	98	177	174	STX77498.1 coiled-coil protein 	L. parisiensis
AWN75413.1	AVR58_02000	9.72e-62	170	57.059	98	178	174	AWN75413.1 hypothetical protein DLD14_17080 	L. anisa
KTD67750.1	AVR58_02000	2.96e-61	171	57.895	98	179	174	KTD67750.1 coiled-coil protein 	L. steelei
BCA94088.1	AVR58_02000	3.04e-61	173	54.335	99	174	174	BCA94088.1 hypothetical protein TUM19329_04490 	L. antarctica
SNU98436.1	AVR58_02000	3.50e-61	173	56.647	99	176	174	SNU98436.1 putative protein conserved in archaea 	L. waltersii
CBJ13281.1	AVR58_02000	6.45e-60	170	56.471	98	205	174	CBJ13281.1 putative coiled-coil protein 	L. longbeachae NSW150
USQ14107.1	AVR58_02000	6.87e-59	170	55.294	98	173	174	USQ14107.1 primosomal replication protein 	L. lytica
STX42319.1	AVR58_02000	9.52e-58	170	54.706	98	176	174	STX42319.1 coiled-coil protein 	L. gratiana
STX36273.1	AVR58_02000	1.54e-56	170	54.706	98	176	174	STX36273.1 coiled-coil protein 	L. cincinnatiensis
EHL29489.1	AVR58_02000	2.75e-56	171	52.632	98	177	174	EHL29489.1 hypothetical protein LDG_8451 	L. drancourtii LLAP12
AUH70785.1	AVR58_02000	4.06e-56	170	52.941	98	178	174	AUH70785.1 hypothetical protein CAB17_00995 	L. sainthelensi
STY30721.1	AVR58_02000	2.19e-55	169	51.479	97	177	174	STY30721.1 coiled-coil protein 	L. wadsworthii
KTD33128.1	AVR58_02000	5.00e-55	166	50.602	95	171	174	KTD33128.1 coiled-coil protein 	L. nautarum
KTD53426.1	AVR58_02000	3.94e-52	170	51.176	98	176	174	KTD53426.1 coiled-coil protein 	L. santicrucis
CEG59625.1	AVR58_02000	6.16e-52	168	50.000	97	171	174	CEG59625.1 conserved protein of unknown function 	L. micdadei
CEE11648.1	AVR58_02000	1.21e-51	166	50.602	95	171	174	CEE11648.1 hypothetical protein BN1094_00170 	L. massiliensis
SUO99745.1	AVR58_02000	3.45e-51	166	46.988	95	171	174	SUO99745.1 Uncharacterised protein 	L. maceachernii
STX44403.1	AVR58_02000	1.94e-46	171	47.953	97	175	174	STX44403.1 coiled-coil protein 	L. donaldsonii
STX39674.1	AVR58_02000	2.36e-46	171	48.538	97	175	174	STX39674.1 coiled-coil protein 	L. feeleii
VEG91384.1	AVR58_02000	2.77e-41	169	43.787	97	172	174	VEG91384.1 putative protein conserved in archaea 	L. spiritensis
QDP71176.1	AVR58_02000	3.71e-41	169	44.379	96	172	174	QDP71176.1 hypothetical protein FOG18_00545 	L. israelensis
ASQ44882.1	AVR58_02000	2.58e-38	164	44.512	94	168	174	ASQ44882.1 hypothetical protein clem_01590 	L. clemsonensis
KTD43839.1	AVR58_02000	5.50e-38	163	40.491	94	172	174	KTD43839.1 coiled-coil protein 	L. oakridgensis
RUR10768.1	AVR58_02000	6.22e-37	172	36.628	98	168	174	RUR10768.1 hypothetical protein ELY14_04305 	L. septentrionalis
STY24974.1	AVR58_02000	1.11e-36	171	41.520	98	172	174	STY24974.1 coiled-coil protein 	L. taurinensis
KTC94403.1	AVR58_02000	2.68e-36	173	42.775	99	172	174	KTC94403.1 coiled-coil protein 	L. erythra
SNV55438.1	AVR58_02000	3.43e-36	169	40.828	97	170	174	SNV55438.1 coiled-coil protein 	L. lansingensis
WED43173.1	AVR58_02000	8.78e-36	165	41.818	95	168	174	WED43173.1 hypothetical protein PXX05_14960 	L. cardiaca
KTC76844.1	AVR58_02000	6.92e-35	164	43.293	94	167	174	KTC76844.1 coiled-coil protein 	L. brunensis
STX52741.1	AVR58_02000	9.13e-35	174	37.931	100	173	174	STX52741.1 coiled-coil protein 	L. busanensis
STX94062.1	AVR58_02000	1.61e-34	175	39.429	100	175	174	STX94062.1 coiled-coil protein 	L. londiniensis
STX30379.1	AVR58_02000	3.96e-34	170	41.176	98	172	174	STX30379.1 coiled-coil protein 	L. birminghamensis
VEH13754.1	AVR58_02000	9.34e-34	166	40.361	95	169	174	VEH13754.1 coiled-coil protein 	L. jordanis
CEK11955.1	AVR58_02000	2.54e-32	164	40.244	94	169	174	CEK11955.1 conserved protein of unknown function 	L. hackeliae
KTD52146.1	AVR58_02000	8.59e-32	171	40.936	98	176	174	KTD52146.1 coiled-coil protein 	L. quinlivanii
SFM00256.1	AVR58_02000	1.55e-30	165	38.182	95	168	174	SFM00256.1 hypothetical protein SAMN02746073_2971 	L. jamestowniensis DSM 19215
STX30063.1	AVR58_02000	1.78e-28	162	37.654	93	172	174	STX30063.1 coiled-coil protein 	L. beliardensis
AOU48096.1	AVR58_02090	0.0	427	100.000	100	427	427	AOU48096.1 glucoamylase 	L. pneumophila
KGP62246.1	AVR58_02090	0.0	421	86.223	99	426	427	KGP62246.1 glucoamylase 	L. norrlandica
MBL7479595.1	AVR58_02090	0.0	421	73.397	99	421	427	MBL7479595.1 glycoside hydrolase family 15 protein 	L. sp. 27fs60
STY16579.1	AVR58_02090	0.0	421	72.922	99	421	427	STY16579.1 glucoamylase 	L. quateirensis
KTD65860.1	AVR58_02090	0.0	420	73.810	98	428	427	KTD65860.1 glucoamylase 	L. shakespearei DSM 23087
STX61465.1	AVR58_02090	0.0	422	72.986	99	425	427	STX61465.1 glucoamylase 	L. moravica
STX42433.1	AVR58_02090	0.0	422	72.275	99	431	427	STX42433.1 glucan 1,4-alpha-glucosidase 	L. gratiana
KTD67774.1	AVR58_02090	0.0	420	70.952	98	420	427	KTD67774.1 glucan 1,4-alpha-glucosidase 	L. steelei
STY21953.1	AVR58_02090	0.0	420	70.476	98	420	427	STY21953.1 glucan 1,4-alpha-glucosidase 	L. steigerwaltii
STO35060.1	AVR58_02090	0.0	420	71.667	98	426	427	STO35060.1 Glucoamylase and related glycosyl hydrolases 	L. bozemanae
AUH70750.2	AVR58_02090	0.0	421	71.021	99	431	427	AUH70750.2 glucoamylase 	L. sainthelensi
STX77474.1	AVR58_02090	0.0	420	71.190	98	426	427	STX77474.1 glucan 1,4-alpha-glucosidase 	L. parisiensis
KTD53387.1	AVR58_02090	0.0	419	71.122	98	422	427	KTD53387.1 glucan 1,4-alpha-glucosidase 	L. santicrucis
STX36231.1	AVR58_02090	0.0	421	70.784	99	422	427	STX36231.1 glucan 1,4-alpha-glucosidase 	L. cincinnatiensis
MCL9683297.1	AVR58_02090	0.0	426	70.657	99	434	427	MCL9683297.1 glycoside hydrolase family 15 protein 	L. sp. HCPI-6
CBJ13234.1	AVR58_02090	0.0	421	70.309	99	431	427	CBJ13234.1 putative glucoamylase precursor (Glucan 1,4-alpha-glucosidase) 	L. longbeachae NSW150
BCA94111.1	AVR58_02090	0.0	419	70.883	98	441	427	BCA94111.1 glucoamylase 	L. antarctica
AWN75395.1	AVR58_02090	0.0	419	70.406	98	425	427	AWN75395.1 glucoamylase 	L. anisa
RUR24526.1	AVR58_02090	0.0	420	69.048	98	420	427	RUR24526.1 glucoamylase 	L. qingyii
STY30679.1	AVR58_02090	0.0	419	67.780	98	432	427	STY30679.1 glucan 1,4-alpha-glucosidase 	L. wadsworthii
CEG58057.1	AVR58_02090	0.0	426	68.545	99	436	427	CEG58057.1 Glucoamylase 	L. fallonii LLAP-10
SNU98526.1	AVR58_02090	0.0	419	66.587	98	426	427	SNU98526.1 glucoamylase 	L. waltersii
USQ14125.1	AVR58_02090	0.0	419	64.678	98	444	427	USQ14125.1 glycoside hydrolase family 15 protein 	L. lytica
KTC86654.1	AVR58_02090	0.0	418	61.962	98	425	427	KTC86654.1 glucoamylase 	L. brunensis
WED44437.1	AVR58_02090	0.0	422	62.085	99	433	427	WED44437.1 glycoside hydrolase family 15 protein 	L. cardiaca
VEH12407.1	AVR58_02090	0.0	414	61.594	97	427	427	VEH12407.1 glucoamylase 	L. jordanis
SNV50843.1	AVR58_02090	0.0	418	61.722	97	426	427	SNV50843.1 glucoamylase 	L. lansingensis
ASQ46012.1	AVR58_02090	0.0	412	60.922	96	426	427	ASQ46012.1 Glycosyl hydrolases family 15 	L. clemsonensis
QDP73557.1	AVR58_02090	0.0	413	61.259	97	424	427	QDP73557.1 glucoamylase 	L. israelensis
SFL88335.1	AVR58_02090	0.0	414	60.386	97	426	427	SFL88335.1 glucoamylase 	L. jamestowniensis DSM 19215
VEG90505.1	AVR58_02090	0.0	421	59.382	99	432	427	VEG90505.1 glucoamylase 	L. spiritensis
STY26445.1	AVR58_02090	0.0	420	59.524	98	432	427	STY26445.1 glucoamylase 	L. taurinensis
CEK10564.1	AVR58_02090	0.0	414	58.213	97	426	427	CEK10564.1 Glucoamylase 	L. hackeliae
STX31448.1	AVR58_02090	0.0	421	59.620	97	431	427	STX31448.1 glucoamylase 	L. birminghamensis
KTC96097.1	AVR58_02090	0.0	409	59.413	96	431	427	KTC96097.1 glucoamylase 	L. erythra
KTD49961.1	AVR58_02090	3.41e-179	423	56.501	98	456	427	KTD49961.1 glucoamylase 	L. quinlivanii
STX28715.1	AVR58_02090	4.19e-174	415	59.518	97	426	427	STX28715.1 glucoamylase 	L. beliardensis
STX51235.1	AVR58_02090	6.46e-172	414	58.696	97	432	427	STX51235.1 glucoamylase 	L. busanensis
AOU48109.1	AVR58_02160	0.0	266	100.000	100	266	266	AOU48109.1 hypothetical protein A9E85_02175 	L. pneumophila
SNV46840.1	AVR58_02160	1.55e-108	245	62.041	91	255	266	SNV46840.1 ankyrin repeat-containing protein 	L. lansingensis
STO34027.1	AVR58_02160	1.40e-39	255	36.471	95	263	266	STO34027.1 Uncharacterised protein 	L. bozemanae
STX45187.1	AVR58_02160	4.75e-37	249	35.341	93	271	266	STX45187.1 ankyrin repeat-containing protein 	L. gratiana
AOU48110.1	AVR58_02165	0.0	666	100.000	100	666	666	AOU48110.1 hypothetical protein A9E85_02180 	L. pneumophila
SNV46832.1	AVR58_02165	0.0	650	70.923	97	649	666	SNV46832.1 Dot/Icm secretion system substrate 	L. lansingensis
VEG90886.1	AVR58_02165	2.06e-177	677	43.722	97	756	666	VEG90886.1 Dot/Icm secretion system substrate 	L. spiritensis
STX45188.1	AVR58_02165	2.60e-164	640	43.438	94	728	666	STX45188.1 Dot/Icm secretion system substrate 	L. gratiana
AOU48151.1	AVR58_02380	0.0	495	100.000	100	495	495	AOU48151.1 hypothetical protein A9E85_02395 	L. pneumophila
KGP63056.1	AVR58_02380	0.0	494	75.304	99	495	495	KGP63056.1 ankyrin 	L. norrlandica
STY16630.1	AVR58_02380	0.0	498	59.036	99	497	495	STY16630.1 ankyrin repeat-containing protein 	L. quateirensis
MCL9683344.1	AVR58_02380	0.0	498	60.843	99	491	495	MCL9683344.1 ankyrin repeat domain-containing protein 	L. sp. HCPI-6
MBL7479644.1	AVR58_02380	0.0	497	58.954	99	497	495	MBL7479644.1 ankyrin repeat domain-containing protein 	L. sp. 27fs60
STX61516.1	AVR58_02380	0.0	475	60.632	96	497	495	STX61516.1 ankyrin repeat-containing protein 	L. moravica
KTD67514.1	AVR58_02380	0.0	494	60.121	99	497	495	KTD67514.1 ankyrin repeat-containing protein 	L. shakespearei DSM 23087
SNU98851.1	AVR58_02380	0.0	493	58.418	99	495	495	SNU98851.1 ankyrin repeat-containing protein 	L. waltersii
BCA94164.1	AVR58_02380	0.0	491	57.434	98	499	495	BCA94164.1 hypothetical protein TUM19329_05250 	L. antarctica
CEG58009.1	AVR58_02380	0.0	509	55.206	98	513	495	CEG58009.1 conserved protein of unknown function [ankyrin repeat] 	L. fallonii LLAP-10
STY31829.1	AVR58_02380	0.0	473	55.603	96	486	495	STY31829.1 ankyrin repeat-containing protein 	L. worsleiensis
AUH70668.1	AVR58_02380	1.04e-170	487	50.308	98	462	495	AUH70668.1 ankyrin repeat domain-containing protein 	L. sainthelensi
STX34206.1	AVR58_02380	1.90e-169	489	50.307	98	465	495	STX34206.1 ankyrin repeat protein 	L. cincinnatiensis
KTD53295.1	AVR58_02380	6.23e-169	489	50.511	98	465	495	KTD53295.1 ankyrin repeat protein 	L. santicrucis
STX42645.1	AVR58_02380	2.06e-165	490	49.592	98	464	495	STX42645.1 ankyrin repeat protein 	L. gratiana
STO34965.1	AVR58_02380	3.31e-162	495	48.081	99	498	495	STO34965.1 Ankyrin repeats (3 copies) 	L. bozemanae
STX77377.1	AVR58_02380	4.64e-160	495	48.081	99	468	495	STX77377.1 ankyrin repeat protein 	L. parisiensis
STY22054.1	AVR58_02380	9.77e-160	488	48.770	98	471	495	STY22054.1 ankyrin repeat protein 	L. steigerwaltii
AWN75306.1	AVR58_02380	2.23e-159	495	47.879	99	468	495	AWN75306.1 ankyrin repeat domain-containing protein 	L. anisa
EHL29616.1	AVR58_02380	8.38e-159	486	47.119	98	466	495	EHL29616.1 hypothetical protein LDG_8581 	L. drancourtii LLAP12
RUR21269.1	AVR58_02380	1.83e-155	490	48.163	98	471	495	RUR21269.1 ankyrin repeat domain-containing protein 	L. qingyii
KTD68719.1	AVR58_02380	1.62e-154	495	47.879	99	461	495	KTD68719.1 ankyrin repeat protein 	L. steelei
CBJ13134.1	AVR58_02380	1.91e-154	487	49.076	98	465	495	CBJ13134.1 putative ankyrin repeat protein 	L. longbeachae NSW150
USQ14218.1	AVR58_02380	9.31e-152	496	45.968	99	463	495	USQ14218.1 ankyrin repeat domain-containing protein 	L. lytica
STY30467.1	AVR58_02380	4.53e-147	490	46.122	98	467	495	STY30467.1 ankyrin repeat protein 	L. wadsworthii
KTC78110.1	AVR58_02380	3.01e-78	498	32.530	99	472	495	KTC78110.1 ankyrin repeat-containing protein 	L. brunensis
WED43427.1	AVR58_02380	2.60e-70	494	34.008	98	457	495	WED43427.1 hypothetical protein PXX05_01245 	L. cardiaca
SFL51166.1	AVR58_02380	2.19e-66	518	29.923	99	477	495	SFL51166.1 hypothetical protein SAMN02746073_0582 	L. jamestowniensis DSM 19215
STX43850.1	AVR58_02380	2.63e-66	504	31.151	98	463	495	STX43850.1 ankyrin repeat protein 	L. donaldsonii
STX28047.1	AVR58_02380	3.17e-66	487	30.801	98	433	495	STX28047.1 ankyrin repeat-containing protein 	L. beliardensis
CEK09684.1	AVR58_02380	7.73e-66	483	29.400	97	455	495	CEK09684.1 conserved protein of unknown function [ankyrin repeat] 	L. hackeliae
ASQ46942.1	AVR58_02380	8.14e-65	504	30.556	99	476	495	ASQ46942.1 Ankyrin repeats (3 copies) 	L. clemsonensis
CEE12499.1	AVR58_02380	2.42e-64	489	32.311	95	487	495	CEE12499.1 Ankyrin repeats (3 copies) 	L. massiliensis
STX37530.1	AVR58_02380	2.50e-63	505	30.099	99	461	495	STX37530.1 ankyrin repeat protein 	L. feeleii
VEG92203.1	AVR58_02380	1.45e-62	508	30.512	99	458	495	VEG92203.1 ankyrin repeat-containing protein 	L. spiritensis
SNV46710.1	AVR58_02380	4.73e-62	500	29.200	99	465	495	SNV46710.1 ankyrin repeat-containing protein 	L. lansingensis
STX50529.1	AVR58_02380	1.34e-57	497	28.370	99	459	495	STX50529.1 ankyrin repeat-containing protein 	L. busanensis
VEH11631.1	AVR58_02380	9.50e-56	475	29.053	95	448	495	VEH11631.1 ankyrin repeat protein 	L. jordanis
KTC98261.1	AVR58_02380	2.05e-55	490	29.184	98	452	495	KTC98261.1 ankyrin repeat-containing protein 	L. erythra
CEG60149.1	AVR58_02380	9.14e-55	527	31.120	98	493	495	CEG60149.1 protein of unknown function [ankyrin repeat] 	L. micdadei
STY26991.1	AVR58_02380	1.01e-51	487	27.721	97	451	495	STY26991.1 ankyrin repeat protein 	L. taurinensis
SUP04374.1	AVR58_02380	1.88e-47	533	30.394	98	493	495	SUP04374.1 Ankyrin repeats (3 copies) 	L. maceachernii
STX32710.1	AVR58_02380	1.04e-31	490	27.143	95	530	495	STX32710.1 ankyrin repeat-containing protein 	L. birminghamensis
AOU48182.1	AVR58_02545	0.0	310	100.000	100	310	310	AOU48182.1 phytanoyl-CoA dioxygenase 	L. pneumophila
